contrast,previous_response,bias
-1.5153775688419886,-0.5835503621960201,1.2355606931421435
-1.51557627020915,-0.5835179491136249,1.2358126749718765
-1.5156302233518306,-0.5835472926379865,1.2358673602787749
-1.5151077729405533,-0.5834970987607629,1.2352760325197714
-1.5153454163508695,-0.5835164120628158,1.2355488286284648
-1.5155645408019427,-0.5835017900035415,1.2358228662120094
-1.5153825209157097,-0.5835255179210307,1.2355879946121333
-1.515611462372356,-0.5835427622269658,1.235845882643992
-1.5151297384606575,-0.5835183314670636,1.2354274208987863
-1.5151606157236357,-0.5834982134979626,1.2353365507965175
-1.515614820623298,-0.5835492458560453,1.2358497798940213
-1.5150613697262096,-0.5835923357856939,1.2352130296563901
-1.5153314563593763,-0.5835255954812717,1.235530184763222
-1.515387432105833,-0.5835521734592027,1.235586022067448
-1.5150638333853006,-0.5834717810133234,1.2352136520702577
-1.51565168638327,-0.5835445363139673,1.2358926278383138
-1.5156552212925616,-0.5835450298516339,1.2358964899967513
-1.5146632094377341,-0.5832187560561565,1.2349418957247993
-1.5156487722942906,-0.5835439254218905,1.2358895119374496
-1.5152177043515607,-0.583463827158514,1.2354610670548276
-1.5155797499150652,-0.5835325306869922,1.2358145614183278
-1.515642776410213,-0.5835423081965703,1.2358833862519802
-1.5151005686725398,-0.5829159863437953,1.23570423990712
-1.5155529945026143,-0.5835507927789025,1.2357778953204166
-1.5153004925127653,-0.5835048828486575,1.2354999956914225
-1.5156017917516755,-0.5835360075012302,1.2358385422421057
-1.5154011733232593,-0.5834279212084147,1.235671284026098
-1.5156225458380554,-0.5835388841854355,1.2358614690970073
-1.5150557696734386,-0.583495481960688,1.2352144346023495
-1.5151775822519316,-0.5835368622073253,1.2353593973465335
-1.5153322255300299,-0.5835353293333754,1.2355257700230275
-1.515176561717109,-0.5835176069306036,1.2354189127394049
-1.5154981905731553,-0.5834767802223116,1.2357588647609037
-1.5156499421971563,-0.5835450432649057,1.2358903570068105
-1.5156390827394475,-0.5835035894417083,1.2358236688736255
-1.5154063085237288,-0.583539882231541,1.235610431943053
-1.5155099024295668,-0.583516432387951,1.2357429150939578
-1.5151986616846391,-0.5832777213104844,1.235541619717371
-1.515643385813598,-0.5835442043404772,1.23588312673142
-1.5154879839413193,-0.5835097600921134,1.2357218882399763
-1.515645835188638,-0.5835426869865494,1.2358868877261833
-1.5151173746694113,-0.5831720857421006,1.2355231212734523
-1.5156301828537027,-0.5835426645886767,1.2358683745734964
-1.5156550006770626,-0.583545477958055,1.2358960820934572
-1.51560587796092,-0.5835788578498186,1.2358138899061883
-1.515646735835497,-0.5835436509101614,1.2358873772088892
-1.5156563733588932,-0.5835452017923354,1.2358977602350778
-1.5156230201845524,-0.583538798048163,1.23586208976698
-1.5156570637555686,-0.5835450295262012,1.235898817872946
-1.515053070494809,-0.5835038700503069,1.2352144063834007
-1.5155488400001007,-0.5835420031552104,1.235774615316521
-1.5156328536752737,-0.5835357248019692,1.2358763660949672
-1.5155583687083363,-0.5835191359868288,1.2358076570373309
-1.5153979581306896,-0.5835187339355601,1.2356096032844968
-1.5153411130720862,-0.5835792597865195,1.2354966256411213
-1.51524531062178,-0.5835132685987388,1.235432955987847
-1.5156542240130044,-0.5835452668642584,1.2358952088493034
-1.5155792843330014,-0.5835511732200532,1.235808509068778
-1.5145532203720549,-0.5833443681336508,1.2347008105841963
-1.515633253895596,-0.5835455128918582,1.2358709126181986
-1.5156372397562003,-0.5835412828088105,1.2358771273036318
-1.5156169792256808,-0.5835390683809912,1.2358550515437212
-1.515626464765665,-0.5835401352357071,1.2358653536973756
-1.5156336241149833,-0.5835410571204617,1.2358735194696953
-1.5146977298161464,-0.5831048617758225,1.2351467431140033
-1.5156364952957575,-0.5835419785468672,1.235876287270618
-1.5155407791884876,-0.5835477870676835,1.2357638519762626
-1.5156419448657283,-0.5835427135012664,1.2358822553573914
-1.514531798740965,-0.5832329507560214,1.2347688326548518
-1.5156566667197164,-0.5835456233821118,1.2358980104631758
-1.5156452683750627,-0.5835444210304698,1.235885214938931
-1.51523436508086,-0.5835387894304457,1.2354116486549935
-1.5156386684149061,-0.5835438098992226,1.2358777713597853
-1.515652790065148,-0.5835452042468271,1.2358935809765412
-1.5156461668947478,-0.5835387061109049,1.235890510761058
-1.5150595252124437,-0.5834260620901331,1.2352653422981874
-1.514696852542147,-0.583264585186449,1.234930563277065
-1.5156432375204838,-0.5835440577478495,1.235882968672686
-1.515609864535438,-0.5835351140689969,1.2358489091312657
-1.515478678793647,-0.5835107297672972,1.235708470656731
-1.5156068824937825,-0.5835373967322166,1.2358439527458576
-1.5156072084337928,-0.5835350518428164,1.2358454826079848
-1.515640590311521,-0.583542265650605,1.2358809242091537
-1.5156464414480573,-0.5835432248798971,1.2358871682570163
-1.5155950094558595,-0.5834578942139063,1.235887155404221
-1.5156564637858332,-0.5835451435049679,1.2358979243151802
-1.5156366127071363,-0.5835420061131757,1.2358763993526485
-1.5148937060025558,-0.5835431410175598,1.23502127917217
-1.5156534315801589,-0.5835445507839202,1.235894697500744
-1.5155868383415472,-0.5835445094959707,1.2358176392579474
-1.5156565534243969,-0.5835454823309509,1.2358978280361186
-1.5153719318233012,-0.5835511489913395,1.235568135549175
-1.5156468692360423,-0.5835456689023374,1.235886766256271
-1.5155871016522797,-0.5835510472377782,1.2358189200099214
-1.5156561441071643,-0.5835452090075757,1.2358974845616888
-1.5155517466177544,-0.5837362075062652,1.235653616806709
-1.5156247206487161,-0.5835400449174872,1.2358635702685157
-1.5155088640172654,-0.5835059188707028,1.2357480665047866
-1.5156568100503869,-0.583545045153924,1.2358984552052836
-1.5155043060261515,-0.5835177730534424,1.2357349135161164
