stim*contrast_ext,previous_ext,stim*contrast_int,previous_int,AA,AB,BA,BB
4.409103690603081,2.4814186965175447,3.464109012297954,0.01922649017460012,-0.09538321933100294,-2.3971651707941444,-2.3584362817486917,-0.09934308489883985
4.409403628664586,2.481389047357056,3.4652616745793186,0.019365000162366856,-0.0993283570255781,-2.3585773033260238,-2.3971967061295665,-0.09538006331845297
4.430102334615322,2.481645232994786,3.462533111155466,0.01903503415984786,-0.09937812331305113,-2.358100871979271,-2.3970072835269165,-0.09539902211575123
4.406594014670943,2.4820438260108983,3.466284760822786,0.019296201993178778,-0.09936069099809282,-2.358267729546519,-2.396720195779914,-0.09542776348621103
4.405841661000692,2.4834680220336285,3.4644439244939718,0.01932060342807708,-0.09938677912217787,-2.3580180322580286,-2.395949807425814,-0.09550493466963449
4.420182588449217,2.4825260128054922,3.461753440698795,0.019291336026754573,-0.09936127682133244,-2.358262121700073,-2.3965927608445368,-0.09544052435790108
4.4031167817843775,2.4812615664375315,3.465512573698926,0.01908827071297893,-0.09936718843974511,-2.3582055341367285,-2.39709877460914,-0.0953898645268825
4.427246720280461,2.4831757427151304,3.460392457957138,0.019673202809458536,-0.09545341422839276,-2.3964640558131096,-2.3586831477733656,-0.09931730445376606
4.405884846507792,2.481901953135186,3.4658507017567226,0.019457504527879588,-0.09540921885850034,-2.3969054213632814,-2.3585570192669665,-0.09933047529101648
4.410723317851677,2.4817840021340274,3.466303794049856,0.01873415269158356,-0.09538261025361489,-2.397171256698607,-2.3588802764832155,-0.09929672316875666
